s	scores
HGDP00958	[0.17620400717390838,0.16749367190088585,0.0308739258276978,0.030900018841052316,0.002910162289972623,-0.11386028673455549,-0.13975612385771122,-0.03832616598352279,-0.04456238968278361,-1.8002666898973778E-4,-0.17661931567529543,0.1171848848118435,-0.031526845361607804,-0.010150742148673413,0.01606230967314036,0.08861842795822597,-0.05987759658230195,0.03509831876117303,0.009561957369731575,-0.0066328983859781886]
HGDP00959	[0.18877622252462037,0.24065653136191054,0.05610035741936618,0.019632369712899965,0.008292953959834912,-0.1297435728755288,-0.16588183646993898,-0.03685260922150085,-0.03765155322292756,0.007779633972201738,-0.16318595414904616,0.0949373053917876,-0.036031160084236354,-0.004793591353686225,-0.0013499611906146664,0.09909001009425793,-0.06270763204571951,0.019314165591035562,0.002274461634840944,9.385869405579531E-4]
HGDP00960	[0.18624251411357937,0.20219565480861706,0.04016726191803442,0.02299681607318681,0.009285888142498635,-0.13044305170365433,-0.15953573785319053,-0.04470882455741111,-0.05045886369796914,-0.0019242863190450973,-0.2095683484645821,0.13529742856406082,-0.03942628112918812,-0.011891950987420252,0.009020636118312475,0.1147896456199825,-0.08150246652222656,0.02957224732327404,-0.0022155119054177892,0.0048965005766748206]
HGDP00961	[0.18760937570729475,0.19809579073493885,0.02769794526068001,0.026111761247641453,0.014576380166596408,-0.11126842721922102,-0.14514820661220082,-0.04326420919096149,-0.05043375975078973,0.003919694912820378,-0.1941179259837462,0.1302642351144755,-0.02689988953863738,-0.012879311850691105,0.005113128098176415,0.10412065789183739,-0.07938662386172861,0.0300627496376153,0.00634227847063918,-0.004085419626250416]
HGDP00962	[0.18062702168974284,0.19357133368346088,0.03231866446071294,0.018374191330773906,0.012943543718871927,-0.12392433940173604,-0.14938640508919332,-0.04099617977091112,-0.045800778663275955,0.008227906541435149,-0.19953228707507267,0.1417244377348132,-0.035100587043710864,-0.012049705467375521,0.013119876987393609,0.10267329579442806,-0.06530178122915899,0.030988962192469435,0.011002212578321293,-0.0019464312525979837]
HGDP00963	[0.1846801135122609,0.2032525867428288,0.038742986219357296,0.018600655649966748,0.00934067182153879,-0.11879189258332598,-0.15092985934331865,-0.028814493221123606,-0.04721561299463177,0.006345447036763543,-0.1936515551110129,0.14174153084539487,-0.04791514135724948,-0.011572750074923734,0.020000424548054622,0.12705543848388726,-0.07271225290799815,0.03832835188868505,-0.001567318225586896,-0.004445250313642399]
HGDP00964	[0.17886905008887383,0.17914735963965972,0.03678138679971038,0.02604484548774912,0.00663504499250436,-0.11597793321327964,-0.15010000236980156,-0.03234231696117612,-0.04001946489883568,0.011310305209234798,-0.194544287220256,0.14178855497751688,-0.03175610588965032,-0.01719710899189018,0.007023555681754279,0.10636374804843213,-0.06322496317876851,0.037933480414063775,0.0068942908892270765,0.011372207030002978]
HGDP00965	[0.18526817607499255,0.1996758969554469,0.03313892242439933,0.024928510427531796,0.021302581718040572,-0.11766746740913687,-0.15908474873010772,-0.03782474626183389,-0.044121756941914544,0.013389261987964737,-0.21238899661122806,0.13007268665919733,-0.029960628319222426,-0.018523248663378344,0.011863614251111968,0.11938710755222316,-0.06927020576844511,0.03522873330083083,0.008785153623014083,-0.0024211287191025616]
HGDP00966	[0.18519546653340432,0.17822423270247004,0.033919278148569786,0.02769505151320782,0.0175909557304918,-0.11374036616346062,-0.13852032811163176,-0.02993559138532062,-0.04391202343474783,0.004541447726460612,-0.18521302132267323,0.1225102707455655,-0.040000769903757234,-0.008025308596171291,-0.0014280181233596201,0.09497173627848107,-0.05962265935319141,0.025170150174824758,0.010627387891138049,0.005150478356305242]
HGDP00967	[0.1859767400943356,0.19371985903475858,0.035546776591604934,0.023934348459949496,0.0063845381644758465,-0.12247817216287386,-0.15045236225006844,-0.03635851525085044,-0.04295342367169672,0.010146001071855076,-0.1872219997768622,0.1336798840526728,-0.02329937475218085,-0.0072380569227004695,0.00359506809509169,0.10983852757355907,-0.0663264693188741,0.03118488092149998,0.009800384283711976,0.009024688232955404]
HGDP00968	[0.1778503250010445,0.16777016673382172,0.04000868813965784,0.017144130158623164,0.009829224943687626,-0.11623533804574576,-0.13931617477985775,-0.03278013826861652,-0.04007943304172467,0.00507223147374491,-0.16272079534248005,0.13004476332586157,-0.02801466883103586,-0.0065225263904465725,0.007031713924749814,0.10192862587896064,-0.05822549304210067,0.01722049402702839,7.008982888842025E-4,0.007341982986595094]
HGDP00969	[0.17130449849022059,0.12661622083653734,0.033089135083962086,0.028738387253158637,0.006716428807044722,-0.11921338889655278,-0.12358352492754825,-0.03230352857718937,-0.04430705487523843,-0.005999831101166303,-0.17279830280745803,0.11009022110268248,-0.027650907255702448,-0.009539414327165057,0.008142907731604582,0.09741404886665306,-0.06530345149921019,0.03226509338274195,0.014381186040333524,0.004153545081702724]
HGDP00970	[0.18920798140179929,0.11672108806349848,0.46129904636556945,-0.2767052951776419,0.0048389184978726235,0.025672740625646742,0.0145008716908712,0.0018996040921169257,-0.013661195801063024,-0.0016165906040280444,1.6645713444566033E-5,-0.004118231454968169,0.004397014788173527,0.004095577048773056,-0.00865279620521978,-0.020646549286979836,-0.0252916015453207,0.014705287992077648,-0.013177924427444636,-0.008404120686756254]
HGDP00971	[0.2034147725222384,0.28824840288289727,-0.023864396623266854,0.07523904740588203,0.012301434392226996,-0.009043837171367027,-0.0320065740992585,-0.007924362171033473,-0.008676038703942252,0.005340990653799844,-0.008047483920171416,0.023212956949164667,0.00988860407657676,-0.010163951980483569,0.016097625332342307,-0.06492099493507432,0.036150547841779304,-0.010575360920430219,-4.25397910521767E-4,-0.003702924896275645]
HGDP00972	[0.20833092008083812,0.2927415785486754,-0.016082196659933025,0.07575599714719705,0.01253066923857679,0.005724919171793207,0.0015711073279683508,0.011090421377512906,0.00986172362767616,0.002636330376118402,0.005910988876652692,0.0010238405793468574,4.261123950749733E-5,-0.014991474777903689,0.006643830513545452,-0.036666770865306654,0.014865249402524488,0.0019539436905180257,0.004273740552973525,0.0014670710082796282]
HGDP00973	[0.20583000704807858,0.2977670815572766,-0.024855615803003585,0.07158038021267076,0.009396981954904456,0.011726637526774834,-0.0054439122668426525,-0.012281780500127305,-0.0038016386176749645,-0.001790510497701146,9.886882156216797E-4,0.010664656793119148,0.013286713591106926,-0.001819377451488071,6.061588787499296E-4,-0.058452256748160784,0.035270587668934,-0.0015735272348052212,-0.0036235992088829183,-8.668895733341036E-4]
HGDP00974	[0.19968791679201323,0.28794029317640796,-0.024286363209421315,0.07607290861244408,0.010707680122752123,0.0295473030503576,0.05160087859614733,0.006660880690355757,-0.00713596030679186,-0.004540057240105178,-5.93282916648008E-4,-0.0051397897994878376,0.01263661043819906,0.005734678706115159,-0.0026084135742047245,0.0026557871160676903,0.013714990859981324,0.005284365028889529,0.00367137357371239,-0.0018087218954548762]
HGDP00975	[0.1967306356731862,0.2918274238055564,-0.028278518648921017,0.07859654602250633,0.012742218827718935,0.035706319431733156,0.0530577408764846,0.011890641455992494,-0.008289136576336701,0.002119304479428737,0.008750791982632625,-0.00923526758615654,0.005399449135854661,-0.006638658428091372,0.0020941566492444935,-0.009827303277104689,0.01073636386720166,-0.012743413042453522,0.004454713830715845,0.0026729663397605193]
HGDP00976	[0.2044297018500963,0.29747402655019045,-0.019230945594681068,0.06738724837679838,0.011687971904414061,0.004730658781127037,-0.017737986883319335,-0.007044188143996177,5.75745443207024E-4,7.270800397568061E-4,0.0030946573479082194,0.014873181404209748,-0.0030763401441627185,-0.005973386178546812,0.0032365486440441116,-0.06056989793708322,0.03398528394403005,-0.003169371256445521,0.005819683990020126,0.006195390065883597]
HGDP00977	[0.20710097573036032,0.3019082256147578,-0.021513751547950686,0.07807612869853585,0.0051386619143209255,0.010798813850820335,0.012269705217330352,0.006438762611674566,-0.0038479395033753985,-0.005879099511305045,0.0014876567877575007,8.949967728923324E-4,0.00534584780721216,0.0015622814070293503,-0.003662423837122674,-0.0387671823138432,0.0360401744691709,0.002314894041884664,-0.007255716176985162,0.005911498012988297]
HGDP00983	[-0.38939408507500123,0.10346876560836117,0.0032766077765862137,-0.0060722043738247996,-0.013724437270108393,0.02213308452337565,0.09098702559775969,-0.40495961266143865,0.018203028339532447,0.05025454062244986,0.002475522069538295,0.007009756260146485,0.013085684479295432,-0.011661767851211263,-0.020360448887135275,0.0026232305070485904,0.0012033197824037835,0.011090239700202972,0.17465740670406452,-0.10842886402384228]
HGDP00985	[-0.4031387163504323,0.09799920495387475,0.006214450027530147,-0.005459119226939209,-0.014105308565160086,0.00855674195469567,0.0695697323609731,-0.30893654699567635,0.010572176129162949,0.01983258278100404,0.009716827999231865,0.014419016028443843,0.0042989450135163965,-0.046626310243714685,-0.054236399567202026,0.015680309393164886,-0.012985460258486832,-0.021888774135586098,-0.2396951001756274,0.06913316340303043]
HGDP00986	[-0.39297040903728314,0.09390770872838677,-0.0043294551478280765,-0.010113246823330996,-0.007672945060021837,0.00711128653546665,0.07158024179005736,-0.29693875958454763,0.0052101997500707325,0.025064657650278904,4.3009239275127673E-4,0.002607331972322788,1.8138753303068925E-4,-0.04316502793576305,-0.0420330882506444,0.012150495835942519,1.734060237837164E-4,-0.02261142145846565,-0.21298232356777066,0.07442374269198371]
HGDP00992	[-0.36709575843332115,0.08223038342113892,0.002388860604407518,-0.0022464204593974605,-0.023669224729449444,0.03271741949066405,0.0966079367345856,-0.4329269372785829,0.023548757210761575,0.11110468017488918,-0.002703614375565638,0.022576755542185335,0.005269031906702812,-0.021431527419743416,-0.054153747744109984,-0.034856671933722945,0.0054169345195756126,-0.025906668796983983,0.28643946243874296,0.004294450339584973]
HGDP00993	[-0.3938337689593953,0.09609974981865906,0.00720250059190225,1.7650795528097488E-4,-0.001678459534418144,0.004837473941654014,0.026816625822895564,-0.10330308681448415,0.002694472594485054,-0.026238818438892975,-0.0033616383490744136,0.003741161212113698,7.001371230242862E-4,0.016583055881669872,0.010856728141852044,-0.00853224999813348,-0.004026858426103496,0.0016685697425328594,0.050878152171340334,0.009792868254844518]
HGDP00994	[-0.39805557377230555,0.09604481430988897,0.0015279944849704685,0.0034217074947041765,-0.004039895201178125,0.0013784638928069463,0.026404625111630203,-0.10177659241377833,-0.007921822220050098,-0.036206010012458524,0.0026677998455314146,0.003555290087611117,0.004720459728913564,0.014529618110725749,0.012345321640065177,-0.00391133005921218,0.0049589626247391,-6.893010246460276E-4,0.05967619826268769,-0.010588777110370836]
HGDP00999	[0.1930662760314959,0.11804168361581104,0.46590525596834326,-0.2803678532090191,-0.005432987044141147,0.019720724562954366,0.02516748338970749,0.003218490171953143,-0.021579670005221114,-3.161471056676508E-4,0.004149379380046362,-0.03553717780678136,-0.010238312996143566,0.008793236201920955,-0.029352399125703216,-0.06635194498833122,-0.14864629443663271,0.03721284523248716,-0.0698910927083324,-0.054900406039926734]
HGDP01009	[0.19924707250961649,0.12033851109868444,0.45551965961558466,-0.27177359053960415,0.006413139722026724,0.020579372738913738,0.017308186982825904,0.0016177727898416961,0.0020786029841563225,-0.010358770181405033,-8.9109956903939E-4,-0.012521670605389126,6.574418042585234E-4,0.012302634115058659,-0.0050579655732401,-0.032959759233065336,-0.04696659738997093,0.006591216395004892,-0.016294630398928263,-0.004349231983668576]
HGDP01010	[0.191873359808888,0.1193030753965249,0.4690096338351124,-0.2797216344487196,0.0011539670692757395,0.018664841625787267,0.025125206531967263,7.3666284221113E-4,-0.009133508412258892,-6.994429371795702E-4,0.009468945250079904,-0.032239773085403316,-0.012489473115022767,0.0021322763583037792,-0.02241836668967704,-0.06160675965357834,-0.13491341505653962,0.03940940040138735,-0.07232783070380276,-0.04310224090109931]
HGDP01014	[0.19087934470299076,0.11729145094339016,0.47211695217098193,-0.27908729126436005,0.0030548821228573164,0.022954348386309737,0.019455199048516215,0.003140971493463205,-0.01963635764811843,-8.210953426657228E-4,0.0038824309558481433,-0.03713435557679193,-0.012584201913845178,0.004607194449916854,-0.018996416450680034,-0.057043400240487756,-0.12607004933532376,0.049622135835433165,-0.07327424732868276,-0.06448012379708651]
HGDP01019	[0.19514532654181393,0.12066847586602863,0.4676580848094461,-0.2794862029333348,0.0032658314860080227,0.018823670737317656,0.029992421170560044,0.009865510563469198,-0.013795584581788832,0.0032524503990370305,0.013178295465793738,-0.03454436308732031,-0.013456261337989075,0.014766862458247827,-0.028208245110683778,-0.06064467013926528,-0.14973915309070526,0.046520766808566934,-0.07990874910588375,-0.061735997579283226]
HGDP01021	[0.20638989431607066,0.29926327410330006,-0.022529028108282962,0.08665490103015468,0.015055613656950021,0.00983568247304687,0.014758584297827542,0.004833125818331939,0.0011032996909503723,0.003750433481606994,0.004715969264918997,-0.005296050274335902,0.014998753084519253,-0.0034991257103420418,0.008193150329616306,-0.04363384249864474,0.0195353873917314,4.1045170024734626E-4,0.008295704243621495,-0.0014126488452826673]
HGDP01023	[0.20303310570930155,0.28242303702186544,-0.010782387884583649,0.07315352648781782,0.0064420232789636715,-0.01767550245013366,-0.03300574783610098,-0.011323816167720295,-0.006680837082675555,0.0032940498332689827,0.005286018209848011,0.0033899643718463043,0.004978333275062567,-0.009227760443495955,0.011035666639111853,-0.07215148942030097,0.0384904540148862,-0.022028339851219464,0.005231196740502504,-0.0069977085670238]
HGDP01024	[0.20889780728210436,0.28501856698599703,-0.01842798208943938,0.07187979048808123,0.01014311816398525,0.004322358096013467,-0.01738536585651974,-0.009379004131120158,4.034934378988075E-4,0.004494109728656258,-0.005772867259036408,0.014499526462315544,0.009950035018883181,-0.0032977265839856506,0.012630730833088789,-0.06188923885122981,0.036302774054370664,-0.01058126158913827,-0.003973512875122916,8.776309277981746E-4]
HGDP01027	[0.10032927085042384,0.1266706155245749,-0.1170682706502264,-0.09527201498786125,-0.5579262106595186,0.010467831673366216,0.003617725746435664,0.0017960344163941429,-0.01393754338361171,0.008379569645957919,-0.00303057206455759,-0.059649818115276705,-0.4527919105924516,-0.11499218175995206,0.042541581984933054,-0.06259832988949887,4.754211271279886E-4,-6.102860336664011E-4,-0.006567285129778762,0.008988673817682606]
HGDP01029	[-0.36954166469184474,0.08848409851320961,-0.0023658028623204336,-0.003385756299259298,-0.027911898437768923,0.02319713140314108,0.0926522437776123,-0.43374715781209444,0.011814517231725984,0.10221582769047857,-0.0022764600289130418,0.011764960626366483,0.001582445843105797,-0.03608277946180307,-0.0696925579237251,-0.031944968067370086,0.0020356903417706085,-0.006494750734291542,0.2899853277852669,0.00393529655081936]
